task_id,family_id,template_id,novelty_fraction,length,system,success,false_accept,unknown,tokens,browser_calls,latency_ms,reused_steps,hit,verification_passed,repair_triggered,confidence,ece_bin
task_0078,family_13,template_13,0.5,14,B-COLD,1,0,0,7050,29,17580,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,B-INSTRUCTION,1,0,0,6746,27,16732,1,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,B-RAG-EMBED,1,0,0,7257,29,14784,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,B-STAGEHAND-CACHE,1,0,0,7036,29,17432,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,B-TERX-REPLAY,1,0,0,7034,29,17428,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,NC1-SHUFFLED,1,0,0,4781,11,10762,0,0,1,0,0.5,2
task_0078,family_13,template_13,0.5,14,NC2-RANDOM,0,1,0,7039,29,17438,0,0,0,0,0.45,2
task_0078,family_13,template_13,0.5,14,B-LENGTH-PROPORTIONAL,1,0,0,7043,29,17446,0,0,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,P-SPIDER-PARAM,1,0,0,232,1,734,14,1,1,0,0.95056,4
task_0079,family_13,template_13,0.0,14,B-COLD,1,0,0,7051,29,17582,0,0,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,B-INSTRUCTION,1,0,0,6756,27,16752,1,0,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,B-RAG-EMBED,1,0,0,615,3,1500,14,1,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,B-STAGEHAND-CACHE,1,0,0,402,1,924,14,1,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,B-TERX-REPLAY,1,0,0,387,1,894,14,1,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,NC1-SHUFFLED,1,0,0,5112,11,11424,0,0,1,0,0.5,2
task_0079,family_13,template_13,0.0,14,NC2-RANDOM,0,1,0,7072,29,17504,0,0,0,0,0.45,2
task_0079,family_13,template_13,0.0,14,B-LENGTH-PROPORTIONAL,1,0,0,7054,29,17468,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,P-SPIDER-PARAM,1,0,1,3447,13,7164,0,0,0,0,0.76364,3
task_0080,family_13,template_13,1.0,14,B-COLD,1,0,0,7063,29,17606,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,B-INSTRUCTION,1,0,0,6759,27,16758,1,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,B-RAG-EMBED,1,0,0,7265,29,14800,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,B-STAGEHAND-CACHE,1,0,0,7046,29,17452,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,B-TERX-REPLAY,1,0,0,7031,29,17422,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,NC1-SHUFFLED,1,0,0,5430,11,12060,0,0,1,0,0.5,2
task_0080,family_13,template_13,1.0,14,NC2-RANDOM,0,1,0,7055,29,17470,0,0,0,0,0.45,2
task_0080,family_13,template_13,1.0,14,B-LENGTH-PROPORTIONAL,1,0,0,7048,29,17456,0,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,P-SPIDER-PARAM,1,0,0,1007,5,2284,10,1,1,0,0.96466,4
task_0081,family_13,template_13,0.25,14,B-COLD,1,0,0,7033,29,17546,0,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,B-INSTRUCTION,1,0,0,6741,27,16722,1,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,B-RAG-EMBED,1,0,0,2350,9,4970,10,1,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,B-STAGEHAND-CACHE,1,0,0,7032,29,17424,0,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,B-TERX-REPLAY,1,0,0,7040,29,17440,0,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,NC1-SHUFFLED,1,0,0,5528,11,12256,0,0,1,0,0.5,2
task_0081,family_13,template_13,0.25,14,NC2-RANDOM,1,0,0,7035,29,17430,0,0,1,0,0.45,2
task_0081,family_13,template_13,0.25,14,B-LENGTH-PROPORTIONAL,1,0,0,7047,29,17454,0,0,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,P-SPIDER-PARAM,0,1,0,1018,5,2306,6,0,0,1,0.88584,4
task_0082,family_14,template_14,0.25,8,B-COLD,1,0,0,4034,17,10108,0,0,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,B-INSTRUCTION,1,0,0,3761,15,9322,1,0,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,B-RAG-EMBED,1,0,0,1350,5,2970,6,1,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,B-STAGEHAND-CACHE,1,0,0,4037,17,9994,0,0,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,B-TERX-REPLAY,1,0,0,4048,17,10016,0,0,1,0,0.5,2
task_0082,family_14,template_14,0.25,8,NC1-SHUFFLED,0,0,0,5142,11,11484,0,0,0,0,0.5,2
task_0082,family_14,template_14,0.25,8,NC2-RANDOM,0,1,0,4069,17,10058,0,0,0,0,0.45,2
task_0082,family_14,template_14,0.25,8,B-LENGTH-PROPORTIONAL,1,0,0,4062,17,10044,0,0,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,P-SPIDER-PARAM,1,0,1,1861,7,3992,0,0,0,0,0.9371799999999999,4
task_0083,family_14,template_14,0.5,8,B-COLD,1,0,0,4036,17,10112,0,0,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,B-INSTRUCTION,1,0,0,3753,15,9306,1,0,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,B-RAG-EMBED,1,0,0,2350,9,4970,4,1,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,B-STAGEHAND-CACHE,1,0,0,4044,17,10008,0,0,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,B-TERX-REPLAY,1,0,0,4063,17,10046,0,0,1,0,0.5,2
task_0083,family_14,template_14,0.5,8,NC1-SHUFFLED,0,0,0,4730,11,10660,0,0,0,0,0.5,2
task_0083,family_14,template_14,0.5,8,NC2-RANDOM,0,1,0,4068,17,10056,0,0,0,0,0.45,2
task_0083,family_14,template_14,0.5,8,B-LENGTH-PROPORTIONAL,1,0,0,4063,17,10046,0,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,P-SPIDER-PARAM,1,0,1,2694,9,5658,0,0,0,0,0.86532,4
task_0084,family_14,template_14,0.75,8,B-COLD,1,0,0,4034,17,10108,0,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,B-INSTRUCTION,1,0,0,3747,15,9294,1,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,B-RAG-EMBED,1,0,0,4250,17,8770,0,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,B-STAGEHAND-CACHE,1,0,0,4055,17,10030,0,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,B-TERX-REPLAY,1,0,0,4051,17,10022,0,0,1,0,0.5,2
task_0084,family_14,template_14,0.75,8,NC1-SHUFFLED,0,1,0,4255,11,9710,0,0,0,0,0.5,2
task_0084,family_14,template_14,0.75,8,NC2-RANDOM,0,1,0,4057,17,10034,0,0,0,0,0.45,2
task_0084,family_14,template_14,0.75,8,B-LENGTH-PROPORTIONAL,1,0,0,4050,17,10020,0,0,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,P-SPIDER-PARAM,1,0,0,213,1,696,8,1,1,0,0.9847199999999999,4
task_0085,family_14,template_14,0.0,8,B-COLD,1,0,0,4058,17,10156,0,0,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,B-INSTRUCTION,1,0,0,3750,15,9300,1,0,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,B-RAG-EMBED,1,0,0,613,3,1496,8,1,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,B-STAGEHAND-CACHE,1,0,0,409,1,938,8,1,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,B-TERX-REPLAY,1,0,0,387,1,894,8,1,1,0,0.5,2
task_0085,family_14,template_14,0.0,8,NC1-SHUFFLED,0,1,0,5228,11,11656,0,0,0,0,0.5,2
task_0085,family_14,template_14,0.0,8,NC2-RANDOM,1,0,0,4026,17,9972,0,0,1,0,0.45,2
task_0085,family_14,template_14,0.0,8,B-LENGTH-PROPORTIONAL,1,0,0,4062,17,10044,0,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,P-SPIDER-PARAM,1,0,1,3480,13,7230,0,0,0,0,0.8753599999999999,4
task_0086,family_14,template_14,1.0,8,B-COLD,1,0,0,4061,17,10162,0,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,B-INSTRUCTION,1,0,0,3763,15,9326,1,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,B-RAG-EMBED,1,0,0,4243,17,8756,0,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,B-STAGEHAND-CACHE,1,0,0,4051,17,10022,0,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,B-TERX-REPLAY,1,0,0,4032,17,9984,0,0,1,0,0.5,2
task_0086,family_14,template_14,1.0,8,NC1-SHUFFLED,0,1,0,5390,11,11980,0,0,0,0,0.5,2
task_0086,family_14,template_14,1.0,8,NC2-RANDOM,0,1,0,4033,17,9986,0,0,0,0,0.45,2
task_0086,family_14,template_14,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,4050,17,10020,0,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,P-SPIDER-PARAM,1,0,0,1831,7,3932,5,1,1,0,0.93578,4
task_0087,family_15,template_15,0.5,9,B-COLD,1,0,0,4563,19,11406,0,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,B-INSTRUCTION,1,0,0,4245,17,10530,1,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,B-RAG-EMBED,1,0,0,2350,9,4970,5,1,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,B-STAGEHAND-CACHE,1,0,0,4565,19,11290,0,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,B-TERX-REPLAY,1,0,0,4543,19,11246,0,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,NC1-SHUFFLED,1,0,0,5112,11,11424,0,0,1,0,0.5,2
task_0087,family_15,template_15,0.5,9,NC2-RANDOM,0,1,0,4527,19,11214,0,0,0,0,0.45,2
task_0087,family_15,template_15,0.5,9,B-LENGTH-PROPORTIONAL,1,0,0,4541,19,11242,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,P-SPIDER-PARAM,1,0,0,2607,9,5484,2,1,1,0,0.9241199999999999,4
task_0088,family_15,template_15,0.75,9,B-COLD,1,0,0,4560,19,11400,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,B-INSTRUCTION,1,0,0,4238,17,10516,1,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,B-RAG-EMBED,1,0,0,4749,19,9768,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,B-STAGEHAND-CACHE,1,0,0,4562,19,11284,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,B-TERX-REPLAY,1,0,0,4541,19,11242,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,NC1-SHUFFLED,1,0,0,5399,11,11998,0,0,1,0,0.5,2
task_0088,family_15,template_15,0.75,9,NC2-RANDOM,1,0,0,4563,19,11286,0,0,1,0,0.45,2
task_0088,family_15,template_15,0.75,9,B-LENGTH-PROPORTIONAL,1,0,0,4563,19,11286,0,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,P-SPIDER-PARAM,1,0,0,1580,3,3430,7,1,1,0,0.96942,4
task_0089,family_15,template_15,0.25,9,B-COLD,1,0,0,4551,19,11382,0,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,B-INSTRUCTION,1,0,0,4260,17,10560,1,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,B-RAG-EMBED,1,0,0,1350,5,2970,7,1,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,B-STAGEHAND-CACHE,1,0,0,4553,19,11266,0,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,B-TERX-REPLAY,1,0,0,4562,19,11284,0,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,NC1-SHUFFLED,1,0,0,4733,11,10666,0,0,1,0,0.5,2
task_0089,family_15,template_15,0.25,9,NC2-RANDOM,0,1,0,4560,19,11280,0,0,0,0,0.45,2
task_0089,family_15,template_15,0.25,9,B-LENGTH-PROPORTIONAL,1,0,0,4547,19,11254,0,0,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,P-SPIDER-PARAM,1,0,0,196,1,662,9,1,1,0,0.8994599999999999,4
task_0090,family_15,template_15,0.0,9,B-COLD,1,0,0,4543,19,11366,0,0,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,B-INSTRUCTION,1,0,0,4264,17,10568,1,0,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,B-RAG-EMBED,1,0,0,610,3,1490,9,1,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,B-STAGEHAND-CACHE,1,0,0,407,1,934,9,1,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,B-TERX-REPLAY,1,0,0,387,1,894,9,1,1,0,0.5,2
task_0090,family_15,template_15,0.0,9,NC1-SHUFFLED,0,0,0,5107,11,11414,0,0,0,0,0.5,2
task_0090,family_15,template_15,0.0,9,NC2-RANDOM,0,1,0,4545,19,11250,0,0,0,0,0.45,2
task_0090,family_15,template_15,0.0,9,B-LENGTH-PROPORTIONAL,1,0,0,4550,19,11260,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,P-SPIDER-PARAM,1,0,0,3989,11,8248,0,1,1,0,0.8146,4
task_0091,family_15,template_15,1.0,9,B-COLD,1,0,0,4560,19,11400,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,B-INSTRUCTION,1,0,0,4237,17,10514,1,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,B-RAG-EMBED,1,0,0,4755,19,9780,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,B-STAGEHAND-CACHE,1,0,0,4563,19,11286,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,B-TERX-REPLAY,1,0,0,4561,19,11282,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,NC1-SHUFFLED,1,0,0,5100,11,11400,0,0,1,0,0.5,2
task_0091,family_15,template_15,1.0,9,NC2-RANDOM,0,1,0,4562,19,11284,0,0,0,0,0.45,2
task_0091,family_15,template_15,1.0,9,B-LENGTH-PROPORTIONAL,1,0,0,4541,19,11242,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,P-SPIDER-PARAM,1,0,1,2671,9,5612,0,0,0,0,0.88324,4
task_0092,family_16,template_16,0.75,10,B-COLD,1,0,0,5033,21,12586,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,B-INSTRUCTION,1,0,0,4731,19,11742,1,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,B-RAG-EMBED,1,0,0,5265,21,10800,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,B-STAGEHAND-CACHE,1,0,0,5058,21,12516,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,B-TERX-REPLAY,1,0,0,5033,21,12466,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,NC1-SHUFFLED,1,0,0,5427,11,12054,0,0,1,0,0.5,2
task_0092,family_16,template_16,0.75,10,NC2-RANDOM,0,1,0,5034,21,12468,0,0,0,0,0.45,2
task_0092,family_16,template_16,0.75,10,B-LENGTH-PROPORTIONAL,1,0,0,5048,21,12496,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,P-SPIDER-PARAM,1,0,1,3491,13,7252,0,0,0,0,0.79682,3
task_0093,family_16,template_16,1.0,10,B-COLD,1,0,0,5054,21,12628,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,B-INSTRUCTION,1,0,0,4732,19,11744,1,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,B-RAG-EMBED,1,0,0,5252,21,10774,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,B-STAGEHAND-CACHE,1,0,0,5044,21,12488,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,B-TERX-REPLAY,1,0,0,5063,21,12526,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,NC1-SHUFFLED,1,0,0,5107,11,11414,0,0,1,0,0.5,2
task_0093,family_16,template_16,1.0,10,NC2-RANDOM,1,0,0,5064,21,12528,0,0,1,0,0.45,2
task_0093,family_16,template_16,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,5041,21,12482,0,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,P-SPIDER-PARAM,1,0,0,1103,5,2476,8,1,1,0,0.86554,4
task_0094,family_16,template_16,0.25,10,B-COLD,1,0,0,5053,21,12626,0,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,B-INSTRUCTION,1,0,0,4734,19,11748,1,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,B-RAG-EMBED,1,0,0,5245,21,10760,0,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,B-STAGEHAND-CACHE,1,0,0,5069,21,12538,0,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,B-TERX-REPLAY,1,0,0,5052,21,12504,0,0,1,0,0.5,2
task_0094,family_16,template_16,0.25,10,NC1-SHUFFLED,0,1,0,4659,11,10518,0,0,0,0,0.5,2
task_0094,family_16,template_16,0.25,10,NC2-RANDOM,0,1,0,5070,21,12540,0,0,0,0,0.45,2
task_0094,family_16,template_16,0.25,10,B-LENGTH-PROPORTIONAL,1,0,0,5057,21,12514,0,0,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,P-SPIDER-PARAM,1,0,1,1838,7,3946,0,0,0,0,0.8526199999999999,4
task_0095,family_16,template_16,0.5,10,B-COLD,1,0,0,5062,21,12644,0,0,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,B-INSTRUCTION,1,0,0,4744,19,11768,1,0,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,B-RAG-EMBED,1,0,0,2850,11,5970,5,1,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,B-STAGEHAND-CACHE,1,0,0,5050,21,12500,0,0,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,B-TERX-REPLAY,1,0,0,5034,21,12468,0,0,1,0,0.5,2
task_0095,family_16,template_16,0.5,10,NC1-SHUFFLED,0,0,0,4877,11,10954,0,0,0,0,0.5,2
task_0095,family_16,template_16,0.5,10,NC2-RANDOM,0,1,0,5031,21,12462,0,0,0,0,0.45,2
task_0095,family_16,template_16,0.5,10,B-LENGTH-PROPORTIONAL,1,0,0,5064,21,12528,0,0,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,P-SPIDER-PARAM,1,0,0,263,1,796,10,1,1,0,0.99,4
task_0096,family_16,template_16,0.0,10,B-COLD,1,0,0,5065,21,12650,0,0,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,B-INSTRUCTION,1,0,0,4740,19,11760,1,0,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,B-RAG-EMBED,1,0,0,603,3,1476,10,1,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,B-STAGEHAND-CACHE,1,0,0,406,1,932,10,1,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,B-TERX-REPLAY,1,0,0,387,1,894,10,1,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,NC1-SHUFFLED,1,0,0,5476,11,12152,0,0,1,0,0.5,2
task_0096,family_16,template_16,0.0,10,NC2-RANDOM,0,1,0,5048,21,12496,0,0,0,0,0.45,2
task_0096,family_16,template_16,0.0,10,B-LENGTH-PROPORTIONAL,1,0,0,5039,21,12478,0,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,P-SPIDER-PARAM,1,0,1,3454,13,7178,0,0,0,0,0.7927599999999999,3
task_0097,family_17,template_17,1.0,11,B-COLD,1,0,0,5563,23,13886,0,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,B-INSTRUCTION,1,0,0,5262,21,13044,1,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,B-RAG-EMBED,1,0,0,5737,23,11744,0,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,B-STAGEHAND-CACHE,1,0,0,5562,23,13764,0,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,B-TERX-REPLAY,1,0,0,5553,23,13746,0,0,1,0,0.5,2
task_0097,family_17,template_17,1.0,11,NC1-SHUFFLED,0,0,0,4961,11,11122,0,0,0,0,0.5,2
task_0097,family_17,template_17,1.0,11,NC2-RANDOM,0,1,0,5566,23,13772,0,0,0,0,0.45,2
task_0097,family_17,template_17,1.0,11,B-LENGTH-PROPORTIONAL,1,0,0,5541,23,13722,0,0,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,P-SPIDER-PARAM,1,0,0,1016,5,2302,8,1,1,0,0.9430999999999999,4
task_0098,family_17,template_17,0.25,11,B-COLD,1,0,0,5565,23,13890,0,0,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,B-INSTRUCTION,1,0,0,5236,21,12992,1,0,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,B-RAG-EMBED,1,0,0,1850,7,3970,8,1,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,B-STAGEHAND-CACHE,1,0,0,5551,23,13742,0,0,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,B-TERX-REPLAY,1,0,0,5561,23,13762,0,0,1,0,0.5,2
task_0098,family_17,template_17,0.25,11,NC1-SHUFFLED,0,0,0,4702,11,10604,0,0,0,0,0.5,2
task_0098,family_17,template_17,0.25,11,NC2-RANDOM,0,1,0,5535,23,13710,0,0,0,0,0.45,2
task_0098,family_17,template_17,0.25,11,B-LENGTH-PROPORTIONAL,1,0,0,5564,23,13768,0,0,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,P-SPIDER-PARAM,1,0,0,221,1,712,11,1,1,0,0.9395,4
task_0099,family_17,template_17,0.0,11,B-COLD,1,0,0,5555,23,13870,0,0,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,B-INSTRUCTION,1,0,0,5253,21,13026,1,0,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,B-RAG-EMBED,1,0,0,590,3,1450,11,1,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,B-STAGEHAND-CACHE,1,0,0,396,1,912,11,1,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,B-TERX-REPLAY,1,0,0,399,1,918,11,1,1,0,0.5,2
task_0099,family_17,template_17,0.0,11,NC1-SHUFFLED,0,0,0,4970,11,11140,0,0,0,0,0.5,2
task_0099,family_17,template_17,0.0,11,NC2-RANDOM,1,0,0,5541,23,13722,0,0,1,0,0.45,2
task_0099,family_17,template_17,0.0,11,B-LENGTH-PROPORTIONAL,1,0,0,5550,23,13740,0,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,P-SPIDER-PARAM,1,0,0,2648,11,5566,3,1,1,0,0.8964,4
task_0100,family_17,template_17,0.75,11,B-COLD,1,0,0,5533,23,13826,0,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,B-INSTRUCTION,1,0,0,5254,21,13028,1,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,B-RAG-EMBED,1,0,0,5751,23,11772,0,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,B-STAGEHAND-CACHE,1,0,0,5557,23,13754,0,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,B-TERX-REPLAY,1,0,0,5537,23,13714,0,0,1,0,0.5,2
task_0100,family_17,template_17,0.75,11,NC1-SHUFFLED,0,1,0,4415,11,10030,0,0,0,0,0.5,2
task_0100,family_17,template_17,0.75,11,NC2-RANDOM,0,1,0,5556,23,13752,0,0,0,0,0.45,2
task_0100,family_17,template_17,0.75,11,B-LENGTH-PROPORTIONAL,1,0,0,5541,23,13722,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,P-SPIDER-PARAM,1,0,1,1858,7,3986,0,0,0,0,0.8758599999999999,4
task_0101,family_17,template_17,0.5,11,B-COLD,1,0,0,5569,23,13898,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,B-INSTRUCTION,1,0,0,5243,21,13006,1,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,B-RAG-EMBED,1,0,0,5737,23,11744,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,B-STAGEHAND-CACHE,1,0,0,5569,23,13778,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,B-TERX-REPLAY,1,0,0,5565,23,13770,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,NC1-SHUFFLED,1,0,0,4696,11,10592,0,0,1,0,0.5,2
task_0101,family_17,template_17,0.5,11,NC2-RANDOM,0,1,0,5540,23,13720,0,0,0,0,0.45,2
task_0101,family_17,template_17,0.5,11,B-LENGTH-PROPORTIONAL,1,0,0,5541,23,13722,0,0,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,P-SPIDER-PARAM,1,0,1,2705,9,5680,0,0,0,0,0.79798,3
task_0102,family_18,template_18,0.75,12,B-COLD,1,0,0,6066,25,15132,0,0,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,B-INSTRUCTION,1,0,0,5761,23,14282,1,0,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,B-RAG-EMBED,1,0,0,4850,19,9970,3,1,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,B-STAGEHAND-CACHE,1,0,0,6050,25,14980,0,0,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,B-TERX-REPLAY,1,0,0,6052,25,14984,0,0,1,0,0.5,2
task_0102,family_18,template_18,0.75,12,NC1-SHUFFLED,0,1,0,5429,11,12058,0,0,0,0,0.5,2
task_0102,family_18,template_18,0.75,12,NC2-RANDOM,0,1,0,6049,25,14978,0,0,0,0,0.45,2
task_0102,family_18,template_18,0.75,12,B-LENGTH-PROPORTIONAL,1,0,0,6062,25,15004,0,0,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,P-SPIDER-PARAM,1,0,0,252,1,774,12,1,1,0,0.99,4
task_0103,family_18,template_18,0.0,12,B-COLD,1,0,0,6047,25,15094,0,0,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,B-INSTRUCTION,1,0,0,5743,23,14246,1,0,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,B-RAG-EMBED,1,0,0,614,3,1498,12,1,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,B-STAGEHAND-CACHE,1,0,0,407,1,934,12,1,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,B-TERX-REPLAY,1,0,0,400,1,920,12,1,1,0,0.5,2
task_0103,family_18,template_18,0.0,12,NC1-SHUFFLED,0,1,0,5012,11,11224,0,0,0,0,0.5,2
task_0103,family_18,template_18,0.0,12,NC2-RANDOM,1,0,0,6033,25,14946,0,0,1,0,0.45,2
task_0103,family_18,template_18,0.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6063,25,15006,0,0,1,0,0.5,2
task_0104,family_18,template_18,0.5,12,P-SPIDER-PARAM,1,0,0,1856,9,3982,6,1,1,0,0.91604,4
task_0104,family_18,template_18,0.5,12,B-COLD,1,0,0,6067,25,15134,0,0,1,0,0.5,2
